,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
62,20220304,108,3.6,3068,18,8.8,1419,18,18.5,1414,6.9,14.6,1338,0.6,652,-0.5,3.7,-5.1,60.5,35.0,1537,6.1,3.6,2.5,-9.00,1001.0,1011.4,1017.6,6,1005.9,1707,5.1,3.7,11.5,-9.0,10.65,2.31,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.7,3.3,6.0,10.7,14.8
63,20220305,108,4.3,3697,25,7.5,1438,25,15.2,1434,2.3,6.7,1600,-0.7,2341,-11.0,4.4,-2.7,38.4,22.0,1248,2.7,4.7,3.3,-9.00,1005.2,1015.8,1020.0,2333,1009.7,1,0.1,10.5,11.5,-9.0,20.26,2.96,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.6,3.4,6.0,10.7,14.7
64,20220306,108,2.6,2224,32,4.9,1458,27,8.6,1733,1.4,6.8,1603,-3.0,629,-11.5,5.0,-9.8,39.5,20.0,1405,2.6,4.3,3.0,-9.00,1011.0,1021.8,1023.8,908,1019.6,1642,1.3,10.8,11.6,-9.0,21.00,3.03,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.9,3.6,6.0,10.6,14.7
65,20220307,108,2.0,1734,27,3.9,1633,27,6.5,1630,2.8,8.7,1505,-2.7,703,-8.1,3.9,-8.5,45.8,24.0,1422,3.3,3.1,2.2,-9.00,1010.0,1020.7,1022.6,741,1018.8,1502,6.1,7.0,11.6,-9.0,14.99,2.49,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,3.0,3.8,6.0,10.6,14.7
66,20220308,108,2.0,1692,27,4.1,1550,29,7.5,1541,6.0,12.3,1455,1.1,307,-2.3,6.8,-5.3,56.1,44.0,48,5.3,3.2,2.3,-9.00,1008.6,1019.2,1020.2,143,1017.3,1452,4.9,8.2,11.6,-9.0,16.44,2.59,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,3.2,4.0,6.1,10.5,14.6
67,20220309,108,1.9,1667,25,4.2,1728,27,6.5,1732,7.1,14.8,1520,1.7,706,1.3,9.0,-4.2,69.6,34.0,1504,6.7,4.0,2.8,-9.00,1011.2,1021.8,1023.6,830,1019.7,1,2.3,8.7,11.7,-9.0,18.85,2.81,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,3.9,4.2,6.2,10.5,14.6
68,20220310,108,2.1,1802,20,5.1,1558,20,9.6,1435,9.3,15.8,1534,4.2,658,-1.6,9.3,-2.1,51.4,17.0,1424,5.5,4.8,3.4,-9.00,1010.1,1020.6,1022.5,816,1018.8,1636,6.6,9.3,11.7,-9.0,16.75,2.41,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,4.7,4.4,6.3,10.5,14.5
69,20220311,108,1.9,1654,18,3.3,1330,27,6.4,1401,11.2,18.4,1544,5.1,641,3.2,11.4,-1.0,58.4,44.0,1602,7.9,3.8,2.6,-9.00,1007.8,1018.1,1020.3,954,1015.6,1601,5.3,5.9,11.8,-9.0,14.49,2.71,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,5.3,4.7,6.4,10.4,14.5
70,20220312,108,2.7,2350,18,5.2,2213,20,10.3,2128,12.8,19.5,1408,6.3,632,7.6,12.1,-0.5,72.1,49.0,1213,10.7,3.0,2.1,-9.00,1004.4,1014.6,1018.4,753,1010.8,2247,5.8,3.2,11.8,-9.0,12.82,2.35,1200,2.6,44.4,3.33,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,6.1,5.0,6.5,10.4,14.5
71,20220313,108,1.9,1661,32,4.8,43,20,9.5,321,11.7,12.6,1,10.7,111,10.9,11.1,8.2,95.5,90.0,1939,13.0,0.8,0.5,-9.00,1000.6,1010.9,1013.7,2238,1009.2,1401,9.4,0.0,11.8,-9.0,2.10,0.35,1400,42.1,0.3,12.42,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,7.5,5.4,6.6,10.4,14.4
72,20220314,108,3.2,2724,25,6.2,1243,25,12.0,1216,8.2,13.2,1205,4.9,2350,6.6,7.7,3.3,90.3,82.0,1117,9.9,0.8,0.6,-9.00,1001.0,1011.4,1013.6,226,1008.9,1407,6.4,0.0,11.9,-9.0,2.18,0.62,1000,8.7,8.7,5.58,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,8.0,6.0,6.8,10.3,14.4
73,20220315,108,2.0,1698,25,3.9,101,29,7.0,2112,7.2,13.3,1538,2.3,702,2.2,9.8,-0.9,72.6,46.0,1605,7.2,3.2,2.2,-9.00,1003.7,1014.2,1016.3,759,1011.4,1709,3.8,7.1,11.9,-9.0,17.55,2.76,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,7.7,6.4,7.1,10.3,14.3
74,20220316,108,2.1,1818,29,4.3,1333,32,6.5,1551,10.3,16.8,1513,3.6,703,3.0,10.8,-1.0,62.6,38.0,1552,7.6,4.3,3.0,-9.00,1006.2,1016.6,1019.8,2213,1013.9,339,3.8,8.1,12.0,-9.0,17.67,2.76,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,7.8,6.6,7.3,10.3,14.3
75,20220317,108,2.7,2325,5,5.9,2052,7,10.5,2215,10.7,15.1,1413,7.8,2333,3.5,9.7,5.9,62.0,45.0,1344,7.9,3.1,2.2,-9.00,1008.5,1018.8,1021.0,902,1016.7,1715,10.0,1.9,12.0,-9.0,9.49,2.17,1100,1.2,1.2,5.50,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,8.3,6.9,7.5,10.3,14.3
76,20220318,108,4.4,3817,5,7.1,642,7,12.3,24,7.5,9.6,1246,5.5,2356,0.3,7.2,4.6,60.8,52.0,1536,6.3,2.2,1.5,-9.00,1000.8,1011.2,1017.7,1,1008.4,2355,9.1,0.0,12.0,-9.0,5.17,0.80,1100,0.0,10.0,4.17,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,8.6,7.1,7.7,10.2,14.2
77,20220319,108,3.0,2556,5,4.9,5,7,8.7,131,3.4,6.1,1557,0.9,721,1.0,4.6,-0.5,84.6,62.0,1,6.6,1.0,0.7,-9.00,998.9,1009.5,1015.6,2346,1005.0,735,8.9,0.0,12.1,-9.0,4.93,0.92,1300,14.6,4.6,11.58,-9.0,-9,-9.0,-9,-9.0,-9,0.7,1050,0.7,1050,8.1,7.4,7.9,10.2,14.2
78,20220320,108,2.6,2219,23,5.0,1648,20,9.1,1652,5.4,9.3,1556,2.2,2400,-0.8,8.2,-1.7,66.1,41.0,1518,5.9,3.2,2.3,-9.00,1008.2,1018.8,1022.9,2358,1015.6,1,5.1,6.3,12.1,-9.0,15.76,2.49,1400,0.0,0.0,3.58,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,7.3,7.4,8.0,10.2,14.2
79,20220321,108,2.4,2057,32,4.9,2200,29,8.4,2138,5.0,10.9,1355,-0.3,640,-5.1,6.2,-5.4,49.5,27.0,1309,4.2,3.9,2.7,-9.00,1013.3,1024.0,1026.3,740,1022.1,1847,7.5,6.8,12.2,-9.0,16.69,2.62,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,7.4,7.4,8.2,10.2,14.1
80,20220322,108,2.2,1892,27,5.1,1911,27,8.3,1904,7.1,13.6,1617,1.1,637,-3.5,9.5,-3.5,48.9,27.0,1356,4.8,4.8,3.3,-9.00,1011.4,1022.0,1024.5,831,1019.0,1755,2.5,11.0,12.2,-9.0,21.71,3.04,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,7.3,7.4,8.3,10.2,14.1
81,20220323,108,2.3,1956,25,4.0,1626,27,7.8,1251,6.2,8.2,1615,4.9,616,-1.9,7.0,-0.3,56.8,41.0,1257,5.4,2.0,1.4,-9.00,1007.5,1018.1,1020.5,23,1016.4,1634,9.0,0.0,12.2,-9.0,7.05,0.99,1000,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,7.7,7.4,8.3,10.2,14.1
82,20220324,108,1.8,1535,20,3.9,1511,20,6.0,1550,8.2,12.4,1459,3.9,453,3.1,8.5,0.0,70.6,56.0,1,7.7,1.8,1.2,-9.00,1009.1,1019.6,1021.7,2245,1017.4,412,8.4,0.7,12.3,-9.0,6.34,1.86,1400,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,7.6,7.5,8.4,10.2,14.0
83,20220325,108,2.6,2287,5,6.1,2306,5,10.4,2303,12.0,17.2,1549,6.3,559,6.2,10.3,1.9,70.0,46.0,1320,9.6,2.4,1.7,-9.00,1004.5,1014.8,1022.2,227,1003.2,2358,7.9,1.3,12.3,-9.0,9.06,1.42,900,10.9,29.5,4.75,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,7.7,7.5,8.5,10.2,14.0
84,20220326,108,2.9,2529,23,6.0,728,23,12.0,726,11.8,14.7,1735,9.5,959,8.2,12.0,6.0,80.9,53.0,2116,11.2,1.9,1.3,0.17,992.1,1002.3,1011.7,2352,994.9,548,8.3,0.9,12.4,-9.0,6.39,1.10,1000,19.8,1.2,11.08,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,8.5,7.6,8.5,10.2,14.0
85,20220327,108,3.0,2573,32,7.3,1701,29,13.5,1534,8.1,12.6,1432,5.0,2354,-2.7,10.8,-1.5,49.1,23.0,1650,5.2,5.6,3.9,-9.00,1005.6,1016.0,1022.6,2357,1011.5,1,0.3,10.4,12.4,-9.0,22.23,3.09,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,9.0,7.8,8.5,10.2,13.9
86,20220328,108,2.1,1833,27,4.7,1805,25,7.6,1801,8.2,15.1,1600,1.5,611,-6.9,10.5,-6.7,35.6,15.0,1428,3.7,6.6,4.6,-9.00,1015.2,1025.7,1027.5,925,1022.5,7,0.5,11.7,12.5,-9.0,24.71,3.38,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,8.9,8.1,8.6,10.0,13.9
87,20220329,108,2.1,1845,27,4.8,1443,27,8.6,1512,9.7,15.6,1545,3.3,533,0.3,11.6,-3.9,52.9,37.0,1,6.4,5.2,3.6,-9.00,1013.9,1024.4,1027.4,126,1022.1,1940,1.4,11.2,12.5,-9.0,23.32,3.21,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,9.0,8.2,8.8,10.0,13.9
88,20220330,108,1.8,1573,5,3.6,958,5,6.1,954,10.8,15.7,1209,5.9,629,6.6,9.7,-0.7,76.5,50.0,1214,9.9,1.9,1.4,-9.00,1010.3,1020.6,1022.7,217,1017.2,1641,7.0,1.2,12.5,-9.0,7.64,1.85,1100,0.4,0.4,3.25,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,9.3,8.3,8.9,10.1,13.8
89,20220331,108,2.5,2174,34,4.7,1632,25,8.6,1603,10.9,14.7,1421,7.6,2352,3.8,11.9,1.0,63.5,43.0,1711,8.1,3.9,2.7,-9.00,1013.4,1023.8,1028.0,2357,1020.5,117,7.0,3.3,12.6,-9.0,13.98,1.95,1400,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,9.5,8.5,9.0,10.1,13.8
90,20220401,108,2.6,2257,27,5.0,1516,27,9.5,1510,9.2,14.9,1347,4.5,620,-1.3,12.2,0.2,50.5,26.0,1453,5.6,5.3,3.7,-9.00,1018.1,1028.7,1030.8,855,1026.5,1704,1.1,10.9,12.6,-9.0,23.35,3.08,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,9.8,8.6,9.1,10.2,13.8
91,20220402,108,2.3,1962,27,5.4,1536,25,10.9,1535,8.2,14.2,1444,3.7,618,-1.1,11.6,-4.4,55.0,28.0,1304,5.7,5.6,3.9,-9.00,1016.7,1027.3,1028.9,29,1025.2,1450,0.5,11.8,12.6,-9.0,24.09,3.27,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,9.9,8.8,9.2,10.2,13.8
92,20220403,108,2.1,1822,27,5.0,1744,29,8.0,1929,9.6,17.0,1527,3.5,629,-0.2,12.6,-4.5,55.0,24.0,1437,6.1,6.1,4.2,-9.00,1017.3,1027.8,1029.3,1023,1025.6,1547,0.0,11.9,12.7,-9.0,24.34,3.31,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,10.0,8.9,9.4,10.2,13.7
93,20220404,108,2.3,1963,25,4.8,1513,29,8.4,1416,10.3,16.4,1328,5.1,638,-0.7,13.4,-2.8,50.3,24.0,1256,5.9,6.5,4.6,-9.00,1017.2,1027.6,1029.7,713,1025.9,1747,0.0,11.6,12.7,-9.0,24.75,3.30,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,10.3,9.1,9.5,10.2,13.7
94,20220405,108,2.4,2034,20,5.5,1321,20,9.0,1314,10.3,15.8,1409,4.9,615,-3.0,12.3,-4.2,41.1,23.0,1812,4.9,5.6,3.9,-9.00,1011.9,1022.3,1026.6,1,1019.4,1612,6.1,9.9,12.8,-9.0,21.21,2.86,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,10.5,9.2,9.6,10.3,13.7
95,20220406,108,2.5,2158,27,4.4,1242,27,7.3,1216,11.7,17.0,1431,8.0,600,1.4,13.8,4.5,52.3,19.0,1358,6.9,6.0,4.2,-9.00,1010.5,1020.9,1023.2,752,1018.9,1732,6.4,8.6,12.8,-9.0,21.54,3.28,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,10.7,9.4,9.7,10.3,13.6
96,20220407,108,3.3,2842,20,7.1,1617,20,11.2,1625,10.9,15.7,1310,7.4,2359,-1.8,15.1,1.9,43.5,21.0,1714,5.5,6.3,4.4,-9.00,1007.5,1017.9,1020.3,2230,1015.5,1513,2.4,10.0,12.8,-9.0,24.30,3.38,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,11.2,9.6,9.8,10.3,13.6
97,20220408,108,2.1,1806,20,5.0,1634,18,8.5,1629,12.9,20.0,1521,5.1,612,1.4,16.1,-1.5,49.0,27.0,1315,6.7,7.0,4.9,-9.00,1008.5,1018.7,1021.9,846,1015.8,1702,0.0,12.0,12.9,-9.0,24.92,3.31,1200,-9.0,0.5,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,11.5,9.8,10.0,10.3,13.6
98,20220409,108,3.0,2573,20,6.7,1924,18,12.0,1923,17.8,24.2,1418,12.4,751,5.0,18.1,4.4,43.8,34.0,1358,8.9,7.6,5.3,-9.00,1004.6,1014.6,1015.9,2,1012.5,1524,2.4,9.0,12.9,-9.0,21.41,3.11,1200,0.5,-9.0,1.08,0.5,710,0.4,736,-9.0,-9,-9.0,-9,-9.0,-9,11.8,10.0,10.1,10.3,13.6
99,20220410,108,2.0,1758,27,4.9,1748,25,8.7,1743,18.2,25.1,1501,12.7,614,5.6,20.1,4.1,46.0,22.0,1436,9.1,7.8,5.4,-9.00,1006.1,1016.1,1017.8,743,1013.9,1540,1.5,11.5,13.0,-9.0,24.18,3.25,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,12.5,10.3,10.3,10.4,13.5
100,20220411,108,2.4,2049,23,4.6,1632,20,8.3,1705,19.6,26.6,1529,13.4,556,11.2,22.4,6.5,60.4,34.0,1427,13.4,7.2,5.0,-9.00,1002.7,1012.6,1016.3,13,1009.2,1743,2.8,10.2,13.0,-9.0,24.04,3.29,1200,-9.0,0.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,13.2,10.6,10.4,10.4,13.5
101,20220412,108,2.8,2459,29,6.4,1723,29,10.9,1752,19.3,26.4,1449,15.9,2358,15.0,23.6,13.8,77.9,50.0,1431,17.0,4.9,3.4,-9.00,1000.4,1010.4,1011.9,527,1007.2,1556,8.6,6.0,13.1,-9.0,18.23,3.01,1300,0.5,1.8,4.00,0.4,2038,0.3,2128,-9.0,-9,-9.0,-9,-9.0,-9,14.1,10.9,10.6,10.4,13.5
102,20220413,108,4.4,3817,5,8.4,1608,5,14.5,1534,13.1,15.9,1,12.0,2135,7.2,13.0,10.8,69.3,47.0,2357,10.6,3.5,2.5,-9.00,1004.2,1014.5,1017.4,2400,1010.8,109,10.0,0.0,13.1,-9.0,4.06,0.64,1000,1.3,-9.0,5.50,0.8,128,0.3,211,-9.0,-9,-9.0,-9,-9.0,-9,15.0,11.4,10.8,10.8,13.5
103,20220414,108,4.0,3465,5,6.6,826,5,11.1,826,13.2,15.3,1411,11.4,2335,3.8,14.2,8.1,53.4,45.0,354,8.0,3.9,2.7,-9.00,1008.0,1018.3,1020.5,2345,1016.5,429,9.3,0.0,13.1,-9.0,9.52,1.63,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,14.1,11.8,11.0,10.8,13.4
104,20220415,108,3.0,2622,29,5.7,1420,32,9.9,2043,13.3,19.3,1602,7.5,627,1.7,19.0,1.8,46.8,28.0,1328,6.9,7.0,4.9,-9.00,1007.4,1017.6,1020.7,12,1013.5,1600,1.0,12.2,13.2,-9.0,26.31,3.42,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,13.6,11.9,11.3,10.8,13.4
105,20220416,108,2.5,2198,27,5.5,1613,29,9.8,1633,13.2,20.2,1513,7.1,557,1.5,19.1,-1.9,48.5,18.0,1348,6.9,7.6,5.3,-9.00,1007.2,1017.5,1019.2,747,1015.0,1543,0.3,12.3,13.2,-9.0,26.64,3.47,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,13.8,12.0,11.5,10.9,13.4
106,20220417,108,2.3,1995,27,5.2,1504,29,9.0,1500,14.0,21.9,1418,7.2,559,3.5,19.5,-1.9,53.8,24.0,1818,7.9,7.2,5.1,-9.00,1007.7,1017.9,1019.6,1021,1016.3,1539,2.6,11.7,13.2,-9.0,26.00,3.45,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,13.9,12.1,11.6,10.9,13.4
107,20220418,108,2.4,2053,25,5.5,1457,27,10.2,1433,15.2,21.6,1427,11.4,309,2.6,19.3,4.4,46.1,21.0,1429,7.5,6.6,4.6,-9.00,1007.4,1017.6,1019.3,46,1015.7,1744,4.8,7.8,13.3,-9.0,20.59,3.19,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,14.3,12.2,11.8,10.9,13.4
108,20220419,108,2.4,2064,25,5.2,1558,25,8.7,1411,15.2,22.1,1357,8.9,614,4.6,20.5,0.4,51.9,28.0,1507,8.5,7.4,5.1,-9.00,1006.9,1017.1,1018.6,108,1015.4,1708,0.0,12.1,13.3,-9.0,25.17,3.27,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,14.5,12.4,11.9,11.0,13.3
109,20220420,108,2.3,1969,23,4.7,1345,29,9.0,1452,15.7,22.1,1357,9.7,610,4.0,21.3,-0.1,48.8,23.0,1327,8.1,8.0,5.6,-9.00,1005.5,1015.7,1018.0,18,1013.2,1643,0.0,12.3,13.4,-9.0,26.26,3.39,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,14.7,12.5,12.1,11.0,13.3
110,20220421,108,2.8,2382,20,5.9,1559,18,10.0,1322,16.3,22.7,1343,9.6,543,4.4,19.7,0.3,48.4,21.0,1146,8.6,6.8,4.8,-9.00,1001.6,1011.7,1015.1,1,1009.2,1536,5.3,6.3,13.4,-9.0,19.54,3.00,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,15.0,12.7,12.2,11.1,13.3
111,20220422,108,3.5,3006,23,6.6,1251,20,11.7,1238,15.0,16.8,929,13.2,2349,10.8,15.1,9.2,76.8,58.0,103,13.1,1.6,1.1,-9.00,1000.3,1010.4,1012.8,2354,1008.8,1520,8.5,0.0,13.4,-9.0,3.06,0.45,900,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,15.2,12.9,12.4,11.1,13.3
112,20220423,108,1.7,1510,11,3.5,1341,14,6.8,1333,17.7,25.3,1555,10.4,539,7.2,22.9,2.2,57.3,21.0,1749,10.4,6.0,4.2,-9.00,1001.9,1011.9,1015.0,842,1008.7,1633,6.0,9.1,13.5,-9.0,23.47,3.26,1200,-9.0,0.3,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,14.8,13.1,12.5,11.2,13.3
113,20220424,108,2.3,1976,27,5.0,1814,27,8.0,1407,18.5,24.5,1418,15.0,608,13.1,22.8,9.1,72.5,48.0,1553,15.2,5.5,3.8,-9.00,1001.2,1011.2,1012.5,2320,1008.7,1614,6.4,7.0,13.5,-9.0,20.45,3.39,1200,0.3,1.1,4.75,0.2,-9,0.1,-9,-9.0,-9,-9.0,-9,-9.0,-9,15.3,13.2,12.7,11.2,13.3
114,20220425,108,1.4,1207,11,3.2,2340,14,5.5,2331,20.0,23.6,1606,17.0,1,16.3,20.6,15.8,80.5,61.0,1554,18.6,2.8,2.0,-9.00,1000.6,1010.5,1013.8,724,1005.9,2356,10.0,0.3,13.5,-9.0,8.10,1.98,1300,1.3,1.2,11.25,0.3,529,0.1,-9,-9.0,-9,-9.0,-9,-9.0,-9,16.1,13.3,12.8,11.3,13.3
115,20220426,108,3.1,2652,29,6.7,1743,32,11.5,1740,21.9,28.7,1451,17.0,437,12.5,26.0,12.3,57.9,36.0,1538,14.7,9.0,6.3,-9.00,993.2,1003.0,1009.3,2359,998.6,1540,5.0,9.5,13.6,-9.0,24.94,3.48,1200,1.0,-9.0,4.83,0.8,237,0.3,249,-9.0,-9,-9.0,-9,-9.0,-9,16.3,13.6,12.9,11.3,13.2
116,20220427,108,2.7,2344,32,4.7,613,34,9.5,604,17.7,23.9,1551,12.6,528,0.1,24.1,5.0,31.5,17.0,1407,6.3,9.1,6.4,-9.00,1004.3,1014.4,1017.3,2258,1009.3,1,0.4,11.8,13.6,-9.0,26.83,3.46,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,17.0,13.9,13.1,11.4,13.2
117,20220428,108,2.6,2249,5,5.6,2150,5,13.1,2202,18.2,25.9,1432,11.6,603,4.9,24.4,4.4,44.0,19.0,1359,8.8,7.3,5.1,-9.00,1005.6,1015.6,1018.8,658,1013.2,1529,5.8,8.3,13.6,-9.0,22.34,3.29,1200,0.0,15.5,0.25,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,17.1,14.2,13.3,11.5,13.2
118,20220429,108,3.4,2947,5,5.7,1016,7,10.6,917,13.4,16.5,1236,10.7,619,7.8,15.1,8.4,70.6,54.0,1415,10.7,3.7,2.6,-9.00,1006.3,1016.5,1020.3,2356,1014.2,252,8.8,1.5,13.7,-9.0,13.08,2.77,1100,15.5,0.0,9.75,4.0,423,0.9,454,-9.0,-9,-9.0,-9,-9.0,-9,17.3,14.4,13.4,11.5,13.2
119,20220430,108,2.9,2494,27,6.6,1511,27,10.5,1513,13.0,17.8,1326,10.5,143,7.0,14.6,5.9,68.0,49.0,1328,10.1,3.7,2.6,-9.00,1007.2,1017.4,1020.5,9,1014.5,1651,8.0,0.8,13.7,-9.0,12.52,2.18,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,16.6,14.6,13.6,11.6,13.2
120,20220501,108,3.1,2702,23,7.5,1424,23,14.1,1415,13.4,19.2,1512,7.9,514,3.3,19.1,-0.5,54.8,22.0,1329,7.9,7.3,5.1,-9.00,1002.6,1012.8,1016.6,16,1010.3,1739,1.3,10.0,13.8,-9.0,27.41,3.63,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,16.1,14.6,13.8,11.6,13.2
121,20220502,108,2.4,2087,25,5.2,1250,29,10.4,1233,14.2,19.4,1508,9.1,538,4.3,20.3,0.9,56.5,26.0,1621,8.5,7.0,4.9,-9.00,1003.2,1013.4,1016.7,2350,1011.6,1514,2.0,10.4,13.8,-9.0,26.03,3.69,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,16.2,14.6,13.9,11.7,13.2
122,20220503,108,2.5,2180,18,5.3,1300,25,9.5,1658,14.8,20.8,1535,9.1,606,2.2,21.5,0.4,45.9,24.0,1430,7.3,8.4,5.9,-9.00,1008.5,1018.7,1019.8,2242,1016.7,1,1.0,12.5,13.8,-9.0,28.07,3.51,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,16.3,14.6,14.0,11.7,13.2
123,20220504,108,2.7,2354,23,5.7,1545,23,9.8,1427,17.8,25.2,1348,10.0,620,4.8,23.3,2.3,43.3,31.0,1011,8.7,8.9,6.3,-9.00,1008.5,1018.6,1019.8,21,1016.5,1603,0.0,12.6,13.9,-9.0,27.22,3.41,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,16.6,14.7,14.1,11.8,13.2
124,20220505,108,2.2,1934,27,4.8,1812,23,7.2,1741,18.9,25.8,1501,12.5,557,7.1,26.5,3.3,48.1,30.0,926,10.3,8.5,6.0,-9.00,1008.3,1018.4,1020.5,945,1015.7,1704,0.5,12.7,13.9,-9.0,29.35,3.67,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,17.0,14.8,14.2,11.9,13.2
